1700010B08Rik,14.0,10.0,4.0,14.0,9.0,4.0,13.0,8.0,11.0,10.0,8.0,3.0,12.0,4.0,9.0,6.0,4.0,11.0
1700010I14Rik,13.0,14.0,3.0,8.0,7.0,3.0,11.0,7.0,2.0,6.0,7.0,13.0,14.0,13.0,6.0,8.0,14.0,13.0
1700010L13Rik,10.0,9.0,11.0,7.0,14.0,7.0,7.0,2.0,8.0,4.0,7.0,2.0,14.0,13.0,8.0,6.0,11.0,8.0
1700011L22Rik,7.0,8.0,5.0,3.0,11.0,11.0,14.0,6.0,11.0,13.0,14.0,8.0,11.0,9.0,9.0,8.0,11.0,7.0
1700011M02Rik,2.0,11.0,9.0,12.0,3.0,11.0,13.0,7.0,10.0,13.0,11.0,7.0,13.0,11.0,5.0,10.0,10.0,11.0
1700012A03Rik,5.0,2.0,6.0,2.0,2.0,13.0,8.0,10.0,3.0,7.0,11.0,9.0,3.0,11.0,5.0,14.0,9.0,12.0
1700012B07Rik,8.0,7.0,9.0,14.0,6.0,8.0,2.0,9.0,10.0,7.0,6.0,11.0,11.0,3.0,5.0,4.0,4.0,7.0
1700012B09Rik,6.0,11.0,4.0,5.0,2.0,12.0,8.0,6.0,3.0,14.0,12.0,12.0,6.0,11.0,12.0,8.0,5.0,3.0
1700012P22Rik,12.0,12.0,9.0,5.0,10.0,8.0,9.0,5.0,8.0,6.0,11.0,12.0,12.0,9.0,12.0,11.0,11.0,9.0
1700013D24Rik,13.0,6.0,7.0,14.0,14.0,4.0,5.0,4.0,2.0,9.0,2.0,3.0,13.0,10.0,5.0,4.0,2.0,11.0
1700013F07Rik,7.0,12.0,2.0,3.0,6.0,13.0,2.0,8.0,8.0,8.0,7.0,14.0,2.0,8.0,14.0,11.0,14.0,7.0
1700013G24Rik,6.0,5.0,8.0,11.0,7.0,12.0,14.0,6.0,8.0,7.0,4.0,9.0,13.0,8.0,2.0,8.0,9.0,6.0
1700013H16Rik,11.0,10.0,8.0,6.0,14.0,13.0,8.0,11.0,10.0,3.0,8.0,8.0,11.0,7.0,14.0,7.0,12.0,2.0
1700014B07Rik,9.0,3.0,8.0,9.0,9.0,4.0,3.0,4.0,4.0,11.0,13.0,8.0,10.0,5.0,4.0,4.0,13.0,13.0
1700014D04Rik,2.0,12.0,9.0,9.0,5.0,11.0,3.0,14.0,14.0,3.0,2.0,12.0,9.0,6.0,6.0,5.0,8.0,6.0
1700015F17Rik,9.0,11.0,9.0,4.0,11.0,14.0,3.0,9.0,4.0,3.0,5.0,4.0,4.0,5.0,12.0,9.0,10.0,14.0
1700015G11Rik,3.0,2.0,7.0,6.0,10.0,8.0,3.0,8.0,2.0,7.0,4.0,11.0,13.0,9.0,3.0,4.0,3.0,8.0
1700016C15Rik,3.0,6.0,2.0,10.0,12.0,7.0,7.0,13.0,13.0,7.0,6.0,8.0,10.0,7.0,2.0,3.0,7.0,14.0
1700016D06Rik,4.0,6.0,5.0,8.0,8.0,12.0,3.0,5.0,9.0,6.0,6.0,12.0,4.0,11.0,10.0,9.0,8.0,6.0
1700016D08Rik,7.0,3.0,9.0,10.0,5.0,12.0,2.0,6.0,14.0,10.0,5.0,4.0,10.0,11.0,12.0,11.0,14.0,14.0
1700016H13Rik,10.0,4.0,4.0,5.0,4.0,7.0,14.0,12.0,6.0,13.0,14.0,5.0,14.0,9.0,13.0,12.0,5.0,3.0
1700016K19Rik,6.0,9.0,13.0,10.0,14.0,6.0,10.0,2.0,4.0,3.0,11.0,13.0,2.0,13.0,12.0,14.0,6.0,4.0
1700017B05Rik,4.0,11.0,7.0,9.0,11.0,7.0,4.0,13.0,14.0,11.0,10.0,9.0,14.0,4.0,13.0,9.0,14.0,3.0
1700017D01Rik,6.0,7.0,10.0,3.0,12.0,10.0,14.0,6.0,13.0,4.0,13.0,11.0,12.0,14.0,3.0,14.0,14.0,14.0
1700017N19Rik,11.0,13.0,9.0,9.0,3.0,5.0,9.0,10.0,9.0,6.0,13.0,10.0,5.0,9.0,9.0,4.0,11.0,3.0
1700018B08Rik,4.0,12.0,12.0,4.0,14.0,2.0,8.0,8.0,3.0,8.0,8.0,14.0,6.0,5.0,11.0,5.0,3.0,4.0
1700018F24Rik,9.0,11.0,10.0,7.0,14.0,12.0,3.0,10.0,13.0,6.0,11.0,7.0,6.0,8.0,7.0,8.0,4.0,5.0
1700019A02Rik,7.0,9.0,13.0,6.0,12.0,2.0,12.0,13.0,13.0,14.0,9.0,8.0,11.0,12.0,6.0,9.0,3.0,8.0
1700019D03Rik,10.0,4.0,3.0,9.0,13.0,13.0,6.0,7.0,11.0,7.0,13.0,13.0,10.0,7.0,5.0,9.0,7.0,6.0
1700019N19Rik,9.0,7.0,12.0,12.0,3.0,2.0,9.0,6.0,12.0,8.0,10.0,8.0,3.0,13.0,6.0,2.0,11.0,7.0
1700020A23Rik,12.0,6.0,5.0,9.0,6.0,2.0,7.0,4.0,11.0,3.0,9.0,9.0,8.0,3.0,5.0,7.0,11.0,6.0
1700020D05Rik,2.0,13.0,9.0,2.0,3.0,4.0,10.0,10.0,10.0,10.0,11.0,13.0,5.0,12.0,4.0,8.0,8.0,5.0
1700020L24Rik,11.0,5.0,14.0,6.0,14.0,13.0,11.0,5.0,11.0,3.0,2.0,11.0,5.0,9.0,14.0,13.0,4.0,7.0
1700020N01Rik,11.0,7.0,3.0,14.0,9.0,2.0,14.0,12.0,6.0,13.0,9.0,10.0,3.0,3.0,9.0,12.0,9.0,12.0
1700020N15Rik,6.0,2.0,7.0,11.0,4.0,13.0,6.0,7.0,7.0,14.0,14.0,13.0,7.0,4.0,7.0,14.0,4.0,13.0
1700021F05Rik,12.0,8.0,8.0,13.0,7.0,6.0,9.0,3.0,12.0,10.0,12.0,10.0,2.0,14.0,10.0,10.0,7.0,7.0
1700021F07Rik,13.0,4.0,8.0,12.0,11.0,10.0,14.0,6.0,12.0,2.0,14.0,11.0,9.0,13.0,4.0,13.0,5.0,4.0
1700022F17Rik,14.0,3.0,11.0,12.0,12.0,12.0,11.0,10.0,8.0,12.0,9.0,12.0,6.0,3.0,6.0,14.0,3.0,9.0
1700022I11Rik,9.0,11.0,12.0,4.0,14.0,5.0,12.0,11.0,9.0,11.0,2.0,8.0,9.0,7.0,9.0,3.0,10.0,10.0
1700023F06Rik,10.0,12.0,3.0,11.0,13.0,2.0,4.0,11.0,9.0,9.0,9.0,10.0,11.0,5.0,4.0,2.0,7.0,10.0
1700024B05Rik,2.0,8.0,12.0,9.0,14.0,3.0,5.0,11.0,3.0,14.0,2.0,6.0,2.0,11.0,12.0,5.0,14.0,5.0
1700024G13Rik,12.0,6.0,10.0,11.0,4.0,13.0,4.0,3.0,11.0,8.0,8.0,8.0,3.0,4.0,13.0,2.0,4.0,2.0
1700024P04Rik,10.0,13.0,2.0,8.0,7.0,4.0,5.0,12.0,6.0,6.0,2.0,3.0,3.0,2.0,6.0,13.0,4.0,3.0
1700025B11Rik,4.0,8.0,10.0,14.0,6.0,4.0,14.0,3.0,2.0,3.0,9.0,11.0,10.0,6.0,10.0,11.0,2.0,13.0
1700025C18Rik,7.0,6.0,14.0,12.0,4.0,9.0,14.0,11.0,5.0,9.0,7.0,5.0,5.0,13.0,12.0,5.0,8.0,6.0
1700025F22Rik,11.0,10.0,13.0,7.0,14.0,12.0,13.0,4.0,9.0,14.0,6.0,6.0,8.0,12.0,6.0,4.0,5.0,2.0
1700025G04Rik,11.0,14.0,6.0,12.0,11.0,14.0,8.0,8.0,6.0,7.0,3.0,5.0,13.0,12.0,8.0,5.0,6.0,3.0
1700028K03Rik,9.0,12.0,3.0,5.0,14.0,4.0,8.0,3.0,4.0,10.0,6.0,2.0,14.0,3.0,8.0,9.0,7.0,13.0
1700028P14Rik,8.0,6.0,11.0,2.0,9.0,13.0,5.0,7.0,5.0,12.0,5.0,9.0,9.0,8.0,6.0,5.0,14.0,8.0
1700029F12Rik,10.0,13.0,4.0,12.0,5.0,12.0,4.0,13.0,13.0,4.0,2.0,2.0,11.0,12.0,5.0,4.0,8.0,9.0
1700029H14Rik,5.0,4.0,3.0,8.0,13.0,11.0,7.0,14.0,9.0,14.0,11.0,14.0,13.0,9.0,7.0,6.0,5.0,13.0
1700029I15Rik,7.0,2.0,14.0,2.0,6.0,2.0,3.0,6.0,11.0,6.0,11.0,9.0,6.0,6.0,2.0,7.0,8.0,5.0
1700029J07Rik,11.0,10.0,12.0,13.0,12.0,13.0,9.0,12.0,9.0,14.0,6.0,4.0,14.0,5.0,9.0,14.0,8.0,14.0
1700029P11Rik,2.0,14.0,6.0,4.0,8.0,10.0,8.0,7.0,12.0,4.0,13.0,7.0,11.0,6.0,4.0,8.0,10.0,3.0
1700030J22Rik,8.0,12.0,8.0,13.0,3.0,3.0,9.0,11.0,9.0,10.0,3.0,9.0,3.0,8.0,3.0,6.0,10.0,12.0
1700030K09Rik,11.0,13.0,11.0,8.0,12.0,13.0,10.0,11.0,13.0,8.0,10.0,5.0,8.0,7.0,3.0,13.0,12.0,6.0
1700031F05Rik,7.0,2.0,14.0,9.0,8.0,10.0,12.0,9.0,8.0,3.0,2.0,12.0,5.0,12.0,4.0,2.0,8.0,13.0
1700031M16Rik,6.0,6.0,11.0,7.0,6.0,3.0,3.0,7.0,14.0,7.0,7.0,2.0,9.0,2.0,3.0,9.0,10.0,3.0
1700034E13Rik,7.0,8.0,14.0,3.0,11.0,4.0,10.0,8.0,13.0,9.0,10.0,10.0,10.0,2.0,9.0,13.0,9.0,5.0
1700034I23Rik,5.0,6.0,2.0,9.0,7.0,3.0,10.0,8.0,7.0,5.0,14.0,13.0,13.0,10.0,5.0,10.0,7.0,8.0
1700034J05Rik,5.0,3.0,13.0,7.0,8.0,14.0,7.0,5.0,10.0,2.0,12.0,7.0,2.0,7.0,12.0,8.0,13.0,13.0
1700037C18Rik,8.0,10.0,5.0,6.0,14.0,2.0,8.0,12.0,3.0,14.0,10.0,14.0,11.0,6.0,9.0,5.0,11.0,2.0
1700037H04Rik,13.0,7.0,14.0,8.0,5.0,5.0,10.0,2.0,8.0,7.0,10.0,13.0,4.0,14.0,12.0,2.0,7.0,7.0
1700040F15Rik,8.0,5.0,5.0,7.0,12.0,8.0,9.0,8.0,10.0,13.0,5.0,4.0,14.0,3.0,3.0,5.0,8.0,3.0
1700042G07Rik,2.0,4.0,12.0,9.0,2.0,10.0,14.0,13.0,2.0,9.0,5.0,9.0,8.0,6.0,6.0,9.0,13.0,3.0
1700047I17Rik2,8.0,5.0,12.0,11.0,14.0,7.0,6.0,6.0,12.0,2.0,3.0,7.0,12.0,10.0,6.0,13.0,3.0,9.0
1700049E17Rik1,10.0,7.0,5.0,5.0,4.0,5.0,10.0,6.0,14.0,5.0,9.0,10.0,4.0,2.0,7.0,13.0,6.0,3.0
1700049E17Rik2,3.0,7.0,10.0,5.0,5.0,3.0,8.0,3.0,5.0,12.0,7.0,11.0,11.0,14.0,8.0,8.0,11.0,6.0
1700056E22Rik,4.0,3.0,8.0,9.0,2.0,14.0,4.0,8.0,2.0,8.0,4.0,9.0,9.0,7.0,7.0,10.0,12.0,10.0
1700057G04Rik,3.0,10.0,4.0,2.0,6.0,7.0,9.0,12.0,2.0,5.0,2.0,9.0,3.0,8.0,4.0,11.0,4.0,14.0
1700061G19Rik,2.0,8.0,14.0,13.0,7.0,6.0,14.0,2.0,9.0,3.0,3.0,14.0,11.0,4.0,13.0,2.0,7.0,14.0
1700064H15Rik,10.0,6.0,8.0,3.0,2.0,11.0,13.0,7.0,6.0,5.0,9.0,9.0,12.0,7.0,2.0,6.0,6.0,6.0
1700066B19Rik,11.0,4.0,3.0,9.0,5.0,12.0,10.0,11.0,11.0,3.0,10.0,12.0,6.0,13.0,10.0,11.0,6.0,13.0
1700066M21Rik,3.0,8.0,9.0,14.0,2.0,10.0,13.0,3.0,5.0,13.0,11.0,10.0,2.0,8.0,6.0,11.0,6.0,3.0
1700067K01Rik,7.0,12.0,7.0,9.0,5.0,10.0,6.0,12.0,2.0,8.0,3.0,12.0,2.0,13.0,2.0,12.0,8.0,6.0
1700067P10Rik,2.0,11.0,13.0,10.0,7.0,11.0,14.0,2.0,12.0,9.0,3.0,8.0,6.0,10.0,6.0,11.0,4.0,9.0
1700069L16Rik,12.0,4.0,8.0,10.0,10.0,7.0,14.0,14.0,4.0,10.0,5.0,2.0,5.0,14.0,3.0,11.0,4.0,10.0
1700074P13Rik,13.0,9.0,2.0,10.0,4.0,11.0,8.0,3.0,5.0,2.0,2.0,8.0,2.0,5.0,5.0,4.0,7.0,2.0
1700080G18Rik,9.0,3.0,7.0,11.0,8.0,3.0,5.0,6.0,11.0,14.0,10.0,2.0,7.0,8.0,8.0,2.0,5.0,12.0
1700080O16Rik,8.0,4.0,9.0,14.0,9.0,6.0,9.0,6.0,11.0,14.0,10.0,14.0,3.0,6.0,5.0,6.0,3.0,6.0
1700084M14Rik,13.0,8.0,5.0,11.0,3.0,10.0,7.0,12.0,13.0,6.0,6.0,2.0,9.0,8.0,13.0,5.0,5.0,13.0
1700086D15Rik,6.0,4.0,6.0,6.0,3.0,7.0,14.0,3.0,5.0,2.0,14.0,10.0,6.0,9.0,2.0,2.0,6.0,7.0
1700088E04Rik,5.0,4.0,4.0,6.0,11.0,13.0,3.0,9.0,10.0,2.0,8.0,2.0,3.0,10.0,14.0,12.0,14.0,7.0
1700092M07Rik,13.0,2.0,6.0,12.0,4.0,3.0,5.0,13.0,2.0,10.0,2.0,3.0,7.0,5.0,5.0,7.0,4.0,4.0
1700093K21Rik,4.0,10.0,11.0,2.0,7.0,14.0,8.0,12.0,10.0,9.0,6.0,10.0,5.0,8.0,7.0,12.0,13.0,13.0
1700094D03Rik,3.0,2.0,10.0,11.0,8.0,12.0,8.0,13.0,14.0,9.0,5.0,9.0,8.0,14.0,6.0,6.0,11.0,2.0
1700102P08Rik,13.0,5.0,3.0,14.0,7.0,5.0,11.0,2.0,7.0,12.0,2.0,5.0,6.0,5.0,6.0,12.0,9.0,11.0
1700109H08Rik,4.0,3.0,13.0,10.0,14.0,3.0,7.0,5.0,12.0,8.0,10.0,7.0,10.0,2.0,13.0,3.0,13.0,8.0
1700113H08Rik,2.0,11.0,5.0,8.0,13.0,5.0,9.0,4.0,2.0,12.0,8.0,6.0,9.0,3.0,9.0,12.0,9.0,7.0
1700122O11Rik,6.0,2.0,4.0,13.0,4.0,13.0,7.0,6.0,4.0,9.0,14.0,10.0,5.0,9.0,8.0,14.0,9.0,5.0
1700123K08Rik,4.0,2.0,10.0,2.0,9.0,5.0,14.0,4.0,9.0,5.0,8.0,7.0,6.0,3.0,14.0,11.0,13.0,4.0
1700123L14Rik,4.0,12.0,4.0,12.0,7.0,12.0,8.0,4.0,14.0,10.0,10.0,12.0,8.0,6.0,13.0,10.0,10.0,2.0
1700123O20Rik,5.0,3.0,8.0,14.0,2.0,2.0,8.0,3.0,14.0,10.0,6.0,4.0,5.0,6.0,10.0,2.0,8.0,4.0
1700125H20Rik,11.0,7.0,7.0,7.0,9.0,4.0,7.0,2.0,4.0,9.0,3.0,7.0,13.0,3.0,3.0,4.0,4.0,6.0
1700129C05Rik,8.0,4.0,4.0,10.0,7.0,2.0,10.0,13.0,7.0,3.0,7.0,2.0,11.0,6.0,8.0,12.0,4.0,5.0
1810009A15Rik,3.0,3.0,6.0,12.0,14.0,14.0,3.0,8.0,10.0,9.0,12.0,8.0,7.0,10.0,7.0,2.0,5.0,6.0
1810009J06Rik,2.0,10.0,11.0,11.0,5.0,12.0,12.0,12.0,10.0,10.0,13.0,11.0,11.0,13.0,7.0,14.0,4.0,10.0
1810009N02Rik,9.0,2.0,2.0,11.0,4.0,9.0,10.0,6.0,10.0,4.0,5.0,12.0,13.0,14.0,7.0,13.0,12.0,7.0
1810010H24Rik,11.0,3.0,6.0,14.0,6.0,9.0,10.0,9.0,13.0,10.0,3.0,10.0,7.0,7.0,13.0,10.0,8.0,12.0
1810013L24Rik,14.0,4.0,13.0,5.0,5.0,10.0,14.0,10.0,2.0,5.0,8.0,12.0,6.0,11.0,5.0,12.0,2.0,9.0
1810022K09Rik,10.0,10.0,7.0,9.0,2.0,9.0,13.0,12.0,6.0,4.0,6.0,9.0,8.0,4.0,14.0,6.0,13.0,2.0
1810024B03Rik,6.0,8.0,3.0,2.0,10.0,13.0,9.0,9.0,6.0,4.0,12.0,10.0,14.0,4.0,14.0,11.0,14.0,5.0
1810030O07Rik,8.0,12.0,7.0,4.0,4.0,12.0,5.0,9.0,4.0,3.0,2.0,13.0,9.0,5.0,3.0,2.0,14.0,14.0
1810032O08Rik,14.0,11.0,5.0,5.0,8.0,4.0,10.0,4.0,3.0,5.0,4.0,4.0,7.0,6.0,11.0,5.0,7.0,13.0
1810037I17Rik,13.0,5.0,8.0,8.0,5.0,2.0,9.0,5.0,12.0,12.0,3.0,10.0,11.0,7.0,5.0,10.0,14.0,6.0
1810043G02Rik,11.0,5.0,2.0,4.0,11.0,10.0,3.0,14.0,9.0,7.0,10.0,13.0,13.0,4.0,4.0,2.0,4.0,5.0
1810046K07Rik,13.0,13.0,8.0,10.0,10.0,2.0,7.0,13.0,4.0,6.0,2.0,13.0,3.0,9.0,4.0,12.0,6.0,12.0
1810049J17Rik,6.0,3.0,13.0,10.0,10.0,4.0,12.0,5.0,13.0,3.0,9.0,8.0,6.0,11.0,7.0,3.0,8.0,11.0
1810055G02Rik,5.0,2.0,8.0,9.0,5.0,5.0,10.0,11.0,3.0,5.0,3.0,7.0,14.0,11.0,5.0,6.0,12.0,14.0
1810058N15Rik,7.0,6.0,9.0,2.0,14.0,14.0,2.0,11.0,12.0,11.0,12.0,7.0,11.0,11.0,7.0,10.0,3.0,5.0
1810062G17Rik,5.0,13.0,6.0,4.0,12.0,9.0,14.0,13.0,6.0,3.0,8.0,14.0,11.0,6.0,5.0,2.0,11.0,2.0
1810065E05Rik,9.0,13.0,13.0,4.0,7.0,4.0,5.0,7.0,4.0,10.0,3.0,5.0,7.0,13.0,5.0,2.0,2.0,8.0
2010003K11Rik,12.0,8.0,6.0,12.0,7.0,12.0,5.0,13.0,8.0,14.0,12.0,5.0,13.0,8.0,2.0,12.0,8.0,14.0
2010106E10Rik,10.0,2.0,12.0,14.0,3.0,13.0,9.0,10.0,10.0,5.0,11.0,2.0,7.0,6.0,5.0,4.0,13.0,5.0
2010109A12Rik,14.0,14.0,10.0,9.0,12.0,8.0,6.0,11.0,6.0,11.0,13.0,14.0,12.0,10.0,6.0,3.0,2.0,12.0
2010300C02Rik,6.0,6.0,11.0,14.0,6.0,9.0,12.0,7.0,13.0,6.0,3.0,11.0,10.0,12.0,8.0,11.0,9.0,13.0
2010315B03Rik,12.0,10.0,10.0,7.0,8.0,13.0,4.0,5.0,8.0,8.0,12.0,3.0,8.0,5.0,9.0,9.0,13.0,2.0
2200002D01Rik,7.0,12.0,9.0,12.0,8.0,14.0,6.0,6.0,11.0,6.0,7.0,3.0,12.0,3.0,10.0,14.0,11.0,12.0
2200002J24Rik,13.0,3.0,4.0,4.0,5.0,7.0,13.0,13.0,5.0,5.0,3.0,10.0,12.0,7.0,7.0,11.0,8.0,6.0
2210008N01Rik,14.0,8.0,14.0,7.0,11.0,12.0,14.0,4.0,7.0,13.0,3.0,7.0,12.0,10.0,2.0,5.0,9.0,7.0
2210010C04Rik,8.0,6.0,14.0,7.0,10.0,6.0,6.0,8.0,7.0,11.0,3.0,12.0,12.0,9.0,3.0,4.0,10.0,6.0
2210011C24Rik,4.0,2.0,5.0,13.0,9.0,9.0,12.0,14.0,10.0,14.0,4.0,10.0,7.0,10.0,7.0,8.0,6.0,13.0
