AASDHPPT	8.0	2.0	6.0	12.0	14.0	8.0	7.0	13.0	12.0	5.0	7.0	3.0	5.0	3.0	11.0	8.0	13.0	9.0
AASS	4.0	11.0	6.0	9.0	10.0	14.0	8.0	14.0	13.0	11.0	7.0	5.0	6.0	8.0	11.0	11.0	10.0	7.0
AATBC	7.0	9.0	4.0	6.0	10.0	10.0	12.0	13.0	11.0	3.0	13.0	3.0	7.0	3.0	13.0	8.0	11.0	9.0
AATF	3.0	6.0	12.0	5.0	12.0	8.0	12.0	10.0	14.0	12.0	4.0	2.0	4.0	7.0	12.0	14.0	14.0	9.0
AATK	4.0	4.0	2.0	6.0	7.0	3.0	3.0	2.0	5.0	14.0	9.0	2.0	12.0	13.0	12.0	2.0	3.0	14.0
AAVS1	10.0	14.0	9.0	13.0	11.0	10.0	11.0	14.0	2.0	2.0	7.0	12.0	12.0	2.0	9.0	11.0	5.0	10.0
ABALON	12.0	10.0	6.0	9.0	11.0	13.0	5.0	8.0	14.0	14.0	9.0	11.0	5.0	10.0	6.0	3.0	14.0	10.0
ABAT	8.0	9.0	6.0	5.0	10.0	5.0	6.0	14.0	3.0	7.0	13.0	11.0	8.0	10.0	4.0	7.0	9.0	2.0
ABCA1	10.0	12.0	9.0	11.0	10.0	3.0	13.0	11.0	9.0	8.0	8.0	11.0	10.0	10.0	8.0	14.0	12.0	2.0
ABCA10	5.0	6.0	12.0	5.0	14.0	9.0	8.0	4.0	2.0	4.0	11.0	2.0	3.0	5.0	11.0	6.0	14.0	7.0
ABCA11P	6.0	10.0	3.0	6.0	6.0	3.0	10.0	12.0	11.0	4.0	5.0	6.0	7.0	14.0	6.0	14.0	11.0	9.0
ABCA12	10.0	8.0	4.0	10.0	8.0	5.0	6.0	7.0	3.0	5.0	8.0	10.0	11.0	9.0	10.0	3.0	10.0	12.0
ABCA13	5.0	10.0	14.0	4.0	10.0	8.0	5.0	5.0	8.0	4.0	6.0	5.0	8.0	4.0	4.0	6.0	6.0	13.0
ABCA17P	2.0	2.0	5.0	13.0	7.0	7.0	7.0	14.0	7.0	13.0	10.0	3.0	2.0	13.0	11.0	7.0	13.0	6.0
ABCA2	14.0	5.0	13.0	13.0	7.0	13.0	4.0	3.0	9.0	13.0	14.0	11.0	14.0	3.0	7.0	5.0	9.0	6.0
ABCA3	7.0	3.0	14.0	10.0	12.0	10.0	13.0	2.0	10.0	10.0	8.0	13.0	8.0	13.0	5.0	5.0	6.0	2.0
ABCA4	2.0	7.0	9.0	9.0	10.0	12.0	7.0	3.0	10.0	4.0	6.0	5.0	11.0	2.0	12.0	9.0	10.0	11.0
ABCA5	2.0	5.0	7.0	11.0	13.0	8.0	5.0	14.0	11.0	14.0	9.0	4.0	6.0	7.0	9.0	2.0	11.0	6.0
ABCA6	3.0	9.0	5.0	12.0	6.0	6.0	7.0	10.0	5.0	8.0	6.0	6.0	13.0	10.0	3.0	10.0	11.0	11.0
ABCA7	7.0	11.0	2.0	13.0	3.0	12.0	4.0	11.0	3.0	13.0	10.0	14.0	12.0	6.0	10.0	8.0	2.0	2.0
ABCA8	6.0	9.0	2.0	12.0	12.0	2.0	7.0	10.0	13.0	5.0	7.0	7.0	9.0	4.0	9.0	14.0	7.0	14.0
ABCA9	7.0	3.0	5.0	8.0	13.0	7.0	10.0	6.0	13.0	8.0	11.0	6.0	11.0	12.0	4.0	7.0	2.0	13.0
ABCA9-AS1	3.0	7.0	7.0	4.0	13.0	4.0	11.0	7.0	6.0	2.0	10.0	10.0	12.0	11.0	11.0	4.0	11.0	13.0
ABCB1	8.0	10.0	9.0	12.0	3.0	10.0	3.0	8.0	11.0	6.0	11.0	4.0	6.0	9.0	2.0	3.0	6.0	3.0
ABCB10	9.0	2.0	11.0	7.0	6.0	7.0	9.0	2.0	7.0	11.0	4.0	5.0	10.0	11.0	4.0	13.0	13.0	7.0
ABCB10P1	2.0	4.0	13.0	2.0	9.0	11.0	9.0	2.0	6.0	13.0	6.0	3.0	10.0	10.0	9.0	5.0	14.0	2.0
ABCB10P3	10.0	7.0	5.0	6.0	6.0	8.0	14.0	4.0	9.0	11.0	10.0	9.0	12.0	7.0	13.0	6.0	7.0	5.0
ABCB10P4	7.0	14.0	7.0	7.0	6.0	12.0	10.0	12.0	2.0	5.0	6.0	2.0	13.0	3.0	5.0	8.0	6.0	11.0
ABCB11	9.0	8.0	8.0	14.0	6.0	14.0	14.0	5.0	14.0	9.0	9.0	9.0	12.0	14.0	9.0	6.0	11.0	2.0
ABCB4	8.0	12.0	6.0	4.0	8.0	14.0	3.0	10.0	9.0	2.0	11.0	13.0	5.0	14.0	2.0	13.0	8.0	13.0
ABCB5	3.0	8.0	8.0	14.0	13.0	10.0	6.0	2.0	14.0	2.0	12.0	2.0	5.0	13.0	10.0	8.0	9.0	12.0
ABCB6	10.0	14.0	14.0	13.0	11.0	12.0	5.0	3.0	12.0	5.0	12.0	6.0	2.0	6.0	14.0	5.0	2.0	6.0
ABCB7	6.0	10.0	5.0	10.0	11.0	10.0	4.0	7.0	12.0	10.0	3.0	10.0	3.0	10.0	2.0	8.0	13.0	14.0
ABCB8	9.0	3.0	6.0	8.0	9.0	13.0	6.0	7.0	5.0	8.0	13.0	4.0	7.0	11.0	7.0	6.0	4.0	7.0
ABCB9	9.0	12.0	6.0	2.0	5.0	9.0	8.0	14.0	7.0	11.0	7.0	2.0	6.0	14.0	11.0	7.0	2.0	6.0
ABCC1	4.0	14.0	3.0	9.0	10.0	13.0	4.0	12.0	4.0	11.0	13.0	7.0	8.0	5.0	10.0	8.0	13.0	2.0
ABCC10	2.0	12.0	11.0	4.0	3.0	5.0	10.0	9.0	4.0	9.0	10.0	5.0	7.0	6.0	7.0	13.0	11.0	14.0
ABCC11	3.0	4.0	9.0	8.0	12.0	10.0	2.0	12.0	13.0	10.0	9.0	9.0	2.0	4.0	8.0	14.0	12.0	3.0
ABCC12	11.0	8.0	5.0	9.0	8.0	13.0	13.0	10.0	8.0	4.0	5.0	10.0	3.0	14.0	4.0	7.0	4.0	3.0
ABCC13	7.0	13.0	7.0	12.0	7.0	3.0	11.0	3.0	14.0	5.0	11.0	10.0	5.0	7.0	7.0	7.0	8.0	2.0
ABCC2	3.0	4.0	2.0	3.0	3.0	12.0	2.0	11.0	9.0	3.0	5.0	8.0	7.0	5.0	9.0	5.0	8.0	8.0
ABCC3	3.0	6.0	9.0	12.0	4.0	3.0	13.0	10.0	10.0	9.0	4.0	14.0	9.0	13.0	13.0	6.0	3.0	4.0
ABCC4	13.0	13.0	6.0	13.0	6.0	12.0	5.0	14.0	3.0	8.0	11.0	7.0	13.0	2.0	5.0	2.0	13.0	9.0
ABCC5	6.0	8.0	6.0	14.0	7.0	4.0	14.0	4.0	11.0	4.0	8.0	6.0	8.0	7.0	4.0	12.0	4.0	10.0
ABCC5-AS1	9.0	9.0	9.0	2.0	2.0	8.0	3.0	14.0	10.0	5.0	13.0	11.0	4.0	9.0	2.0	14.0	13.0	3.0
ABCC6	9.0	14.0	13.0	8.0	9.0	12.0	8.0	12.0	4.0	4.0	3.0	8.0	13.0	12.0	8.0	12.0	6.0	8.0
ABCC6P1	2.0	2.0	14.0	9.0	8.0	4.0	2.0	6.0	3.0	3.0	4.0	7.0	13.0	2.0	5.0	10.0	2.0	5.0
ABCC6P2	8.0	8.0	11.0	7.0	11.0	11.0	4.0	5.0	9.0	9.0	10.0	12.0	4.0	11.0	11.0	6.0	5.0	11.0
ABCC8	11.0	8.0	14.0	14.0	9.0	4.0	4.0	9.0	7.0	14.0	3.0	11.0	10.0	7.0	12.0	11.0	3.0	2.0
ABCC9	12.0	12.0	6.0	2.0	4.0	8.0	12.0	5.0	11.0	11.0	9.0	5.0	10.0	13.0	13.0	12.0	3.0	4.0
ABCD1	5.0	2.0	8.0	8.0	11.0	11.0	11.0	14.0	8.0	9.0	8.0	4.0	4.0	11.0	10.0	14.0	13.0	2.0
ABCD1P1	6.0	8.0	14.0	10.0	4.0	5.0	9.0	7.0	8.0	5.0	4.0	9.0	3.0	4.0	2.0	14.0	11.0	9.0
ABCD1P2	14.0	5.0	2.0	10.0	5.0	4.0	4.0	12.0	14.0	4.0	9.0	4.0	13.0	4.0	5.0	3.0	8.0	14.0
ABCD1P3	12.0	9.0	12.0	9.0	12.0	8.0	7.0	13.0	4.0	3.0	3.0	4.0	2.0	14.0	4.0	14.0	6.0	14.0
ABCD1P4	8.0	5.0	12.0	13.0	11.0	5.0	3.0	5.0	12.0	5.0	14.0	2.0	3.0	3.0	8.0	6.0	11.0	10.0
ABCD1P5	2.0	2.0	5.0	2.0	4.0	4.0	9.0	5.0	2.0	13.0	14.0	9.0	11.0	12.0	14.0	4.0	14.0	6.0
ABCD2	7.0	2.0	5.0	6.0	11.0	7.0	5.0	13.0	11.0	14.0	10.0	6.0	5.0	12.0	11.0	10.0	3.0	4.0
ABCD3	6.0	4.0	11.0	2.0	5.0	11.0	11.0	11.0	3.0	3.0	14.0	8.0	3.0	4.0	9.0	3.0	6.0	13.0
ABCD4	2.0	10.0	13.0	8.0	6.0	6.0	14.0	3.0	11.0	12.0	2.0	7.0	4.0	6.0	12.0	14.0	6.0	13.0
ABCE1	13.0	5.0	4.0	2.0	7.0	9.0	10.0	8.0	3.0	4.0	5.0	9.0	3.0	3.0	11.0	14.0	11.0	10.0
ABCF1	11.0	4.0	3.0	13.0	5.0	14.0	12.0	4.0	8.0	14.0	3.0	9.0	14.0	11.0	13.0	3.0	2.0	14.0
ABCF1-DT	11.0	2.0	12.0	4.0	12.0	8.0	10.0	11.0	12.0	12.0	7.0	8.0	2.0	13.0	10.0	4.0	4.0	9.0
ABCF2	10.0	9.0	8.0	8.0	12.0	4.0	13.0	7.0	10.0	11.0	9.0	5.0	13.0	2.0	6.0	6.0	8.0	13.0
ABCF2P1	11.0	2.0	11.0	14.0	14.0	7.0	11.0	12.0	6.0	6.0	6.0	7.0	10.0	11.0	4.0	9.0	10.0	5.0
ABCF2P2	13.0	14.0	7.0	11.0	2.0	10.0	5.0	11.0	14.0	8.0	14.0	14.0	10.0	4.0	3.0	12.0	4.0	7.0
ABCF3	12.0	14.0	10.0	7.0	12.0	2.0	4.0	9.0	11.0	2.0	6.0	8.0	2.0	3.0	12.0	13.0	10.0	11.0
ABCG1	3.0	2.0	5.0	5.0	5.0	6.0	2.0	14.0	2.0	7.0	9.0	2.0	11.0	8.0	4.0	7.0	9.0	8.0
ABCG2	8.0	12.0	8.0	2.0	6.0	5.0	14.0	7.0	11.0	3.0	5.0	5.0	4.0	7.0	5.0	11.0	4.0	13.0
ABCG4	9.0	6.0	12.0	5.0	8.0	14.0	14.0	3.0	14.0	5.0	13.0	14.0	10.0	5.0	8.0	6.0	10.0	14.0
ABCG5	9.0	8.0	13.0	3.0	7.0	2.0	2.0	10.0	5.0	9.0	8.0	2.0	9.0	13.0	7.0	5.0	13.0	2.0
ABCG8	10.0	6.0	6.0	12.0	14.0	2.0	5.0	3.0	7.0	13.0	8.0	6.0	3.0	12.0	11.0	2.0	11.0	4.0
ABHD1	4.0	2.0	3.0	9.0	14.0	11.0	2.0	8.0	5.0	4.0	9.0	4.0	6.0	8.0	8.0	9.0	6.0	10.0
ABHD10	8.0	7.0	2.0	14.0	6.0	12.0	2.0	11.0	4.0	14.0	14.0	12.0	14.0	6.0	10.0	7.0	4.0	6.0
ABHD11	8.0	3.0	10.0	7.0	3.0	13.0	13.0	5.0	13.0	3.0	4.0	8.0	6.0	6.0	8.0	13.0	8.0	4.0
ABHD11-AS1	4.0	11.0	14.0	12.0	6.0	5.0	9.0	2.0	6.0	14.0	5.0	5.0	2.0	5.0	10.0	13.0	5.0	9.0
ABHD12	5.0	10.0	12.0	4.0	4.0	9.0	4.0	12.0	2.0	7.0	3.0	11.0	9.0	6.0	14.0	6.0	9.0	5.0
ABHD12B	14.0	10.0	7.0	12.0	5.0	13.0	2.0	4.0	12.0	11.0	14.0	2.0	5.0	7.0	14.0	9.0	3.0	6.0
ABHD13	10.0	8.0	5.0	10.0	8.0	13.0	9.0	2.0	13.0	7.0	9.0	8.0	12.0	7.0	2.0	2.0	2.0	9.0
ABHD14A	8.0	4.0	13.0	14.0	12.0	3.0	7.0	11.0	5.0	8.0	5.0	6.0	7.0	4.0	3.0	9.0	7.0	2.0
ABHD14A-ACY1	10.0	3.0	3.0	8.0	2.0	3.0	10.0	8.0	3.0	8.0	8.0	7.0	13.0	5.0	2.0	10.0	4.0	8.0
ABHD14B	14.0	12.0	4.0	2.0	10.0	4.0	5.0	5.0	13.0	8.0	4.0	7.0	13.0	7.0	13.0	3.0	7.0	8.0
ABHD15	3.0	7.0	10.0	3.0	3.0	11.0	4.0	8.0	8.0	11.0	11.0	3.0	12.0	13.0	6.0	6.0	14.0	13.0
ABHD15-AS1	6.0	3.0	10.0	9.0	4.0	3.0	10.0	14.0	14.0	9.0	11.0	3.0	9.0	8.0	11.0	10.0	8.0	4.0
ABHD16A	13.0	14.0	9.0	5.0	9.0	11.0	7.0	7.0	6.0	12.0	5.0	12.0	5.0	7.0	14.0	14.0	2.0	3.0
ABHD16B	9.0	4.0	12.0	5.0	8.0	14.0	12.0	7.0	9.0	13.0	3.0	2.0	8.0	14.0	6.0	3.0	12.0	4.0
ABHD17A	8.0	7.0	9.0	4.0	14.0	2.0	12.0	6.0	14.0	10.0	2.0	4.0	3.0	11.0	9.0	8.0	14.0	5.0
ABHD17AP1	4.0	12.0	4.0	5.0	3.0	3.0	9.0	7.0	8.0	3.0	2.0	14.0	11.0	2.0	7.0	8.0	10.0	6.0
ABHD17AP3	13.0	9.0	3.0	3.0	5.0	7.0	9.0	8.0	13.0	4.0	10.0	14.0	5.0	2.0	11.0	2.0	2.0	10.0
ABHD17AP4	14.0	12.0	4.0	13.0	8.0	9.0	13.0	11.0	9.0	4.0	6.0	3.0	11.0	2.0	7.0	14.0	7.0	3.0
ABHD17AP5	9.0	4.0	6.0	5.0	8.0	2.0	12.0	9.0	6.0	4.0	9.0	6.0	13.0	7.0	13.0	10.0	7.0	4.0
ABHD17AP6	10.0	13.0	7.0	8.0	6.0	13.0	7.0	14.0	8.0	12.0	11.0	9.0	5.0	10.0	12.0	2.0	9.0	9.0
ABHD17AP7	12.0	4.0	10.0	6.0	14.0	9.0	7.0	4.0	9.0	10.0	4.0	11.0	2.0	2.0	12.0	14.0	14.0	4.0
ABHD17AP8	10.0	14.0	11.0	4.0	11.0	4.0	13.0	3.0	8.0	4.0	4.0	8.0	4.0	7.0	6.0	6.0	6.0	14.0
ABHD17AP9	7.0	13.0	4.0	3.0	7.0	2.0	14.0	7.0	13.0	14.0	2.0	8.0	4.0	3.0	14.0	14.0	6.0	10.0
ABHD17B	13.0	6.0	14.0	5.0	2.0	10.0	5.0	14.0	8.0	10.0	13.0	7.0	12.0	13.0	10.0	10.0	2.0	10.0
ABHD17C	2.0	12.0	2.0	5.0	4.0	3.0	5.0	12.0	11.0	6.0	3.0	7.0	7.0	13.0	7.0	9.0	14.0	4.0
ABHD18	6.0	9.0	6.0	3.0	9.0	14.0	6.0	6.0	4.0	2.0	10.0	7.0	14.0	11.0	14.0	3.0	3.0	7.0
ABHD2	6.0	6.0	4.0	6.0	6.0	9.0	11.0	5.0	12.0	11.0	11.0	6.0	7.0	14.0	9.0	4.0	12.0	7.0
ABHD3	9.0	8.0	10.0	6.0	10.0	11.0	8.0	13.0	10.0	3.0	14.0	14.0	9.0	3.0	9.0	11.0	3.0	2.0
ABHD4	2.0	8.0	2.0	12.0	13.0	12.0	14.0	7.0	2.0	11.0	9.0	12.0	3.0	12.0	12.0	5.0	12.0	4.0
ABHD5	2.0	14.0	8.0	12.0	5.0	14.0	8.0	2.0	9.0	12.0	13.0	11.0	10.0	4.0	14.0	9.0	2.0	3.0
ABHD6	2.0	2.0	5.0	6.0	9.0	5.0	6.0	13.0	5.0	14.0	6.0	2.0	11.0	11.0	2.0	4.0	7.0	6.0
ABHD8	10.0	4.0	12.0	2.0	7.0	3.0	8.0	2.0	4.0	2.0	4.0	3.0	10.0	10.0	7.0	4.0	8.0	8.0
ABI1	5.0	10.0	8.0	13.0	2.0	10.0	6.0	6.0	10.0	6.0	12.0	13.0	14.0	5.0	7.0	12.0	2.0	9.0
ABI1P1	7.0	6.0	10.0	7.0	9.0	14.0	3.0	6.0	2.0	3.0	9.0	5.0	14.0	9.0	11.0	14.0	10.0	11.0
ABI2	11.0	9.0	8.0	11.0	14.0	5.0	4.0	8.0	5.0	11.0	9.0	13.0	10.0	9.0	9.0	14.0	13.0	8.0
ABI3	10.0	6.0	4.0	10.0	12.0	8.0	7.0	6.0	6.0	9.0	8.0	10.0	4.0	10.0	5.0	2.0	5.0	3.0
ABI3BP	13.0	5.0	6.0	7.0	11.0	9.0	11.0	2.0	4.0	8.0	9.0	14.0	3.0	11.0	5.0	4.0	13.0	13.0
ABITRAM	7.0	14.0	7.0	8.0	13.0	2.0	3.0	4.0	13.0	5.0	7.0	4.0	5.0	13.0	8.0	14.0	2.0	12.0
ABITRAMP1	9.0	3.0	13.0	6.0	11.0	6.0	13.0	9.0	4.0	7.0	11.0	5.0	10.0	9.0	11.0	10.0	14.0	9.0
ABL1	6.0	12.0	13.0	9.0	10.0	12.0	14.0	7.0	13.0	14.0	13.0	9.0	10.0	9.0	8.0	7.0	7.0	14.0
ABL2	9.0	9.0	8.0	9.0	6.0	9.0	13.0	14.0	3.0	13.0	2.0	14.0	11.0	8.0	12.0	4.0	4.0	6.0
ABLIM1	3.0	10.0	11.0	6.0	2.0	7.0	5.0	3.0	8.0	4.0	9.0	12.0	4.0	13.0	2.0	8.0	3.0	10.0
ABLIM2	6.0	11.0	11.0	12.0	14.0	11.0	4.0	12.0	10.0	5.0	2.0	8.0	9.0	9.0	12.0	11.0	7.0	11.0
ABLIM3	8.0	7.0	9.0	2.0	5.0	8.0	10.0	10.0	5.0	8.0	8.0	3.0	2.0	10.0	12.0	10.0	2.0	12.0
ABO	12.0	14.0	13.0	2.0	12.0	5.0	10.0	2.0	12.0	9.0	9.0	2.0	2.0	14.0	10.0	12.0	7.0	14.0
ABR	5.0	6.0	4.0	11.0	6.0	2.0	11.0	8.0	2.0	11.0	12.0	5.0	2.0	14.0	2.0	4.0	8.0	9.0
ABRA	3.0	10.0	7.0	8.0	6.0	10.0	3.0	12.0	10.0	14.0	8.0	9.0	2.0	6.0	6.0	14.0	4.0	13.0
ABRACL	6.0	4.0	3.0	10.0	10.0	4.0	7.0	10.0	7.0	13.0	5.0	7.0	8.0	5.0	14.0	2.0	8.0	10.0
ABRAXAS1	7.0	8.0	9.0	11.0	4.0	6.0	2.0	9.0	3.0	12.0	11.0	7.0	9.0	9.0	2.0	8.0	5.0	10.0
ABRAXAS2	11.0	13.0	9.0	12.0	8.0	5.0	8.0	7.0	5.0	2.0	11.0	11.0	2.0	7.0	6.0	13.0	13.0	8.0
ABT1	12.0	4.0	7.0	8.0	6.0	3.0	14.0	8.0	9.0	14.0	7.0	6.0	11.0	10.0	10.0	14.0	8.0	6.0
ABT1P1	6.0	12.0	3.0	5.0	11.0	10.0	5.0	8.0	8.0	11.0	6.0	11.0	7.0	6.0	8.0	14.0	11.0	7.0
ABTB1	11.0	12.0	6.0	8.0	4.0	8.0	8.0	13.0	9.0	7.0	4.0	7.0	12.0	3.0	4.0	5.0	2.0	5.0
ABTB2	7.0	13.0	14.0	13.0	8.0	9.0	9.0	9.0	6.0	13.0	11.0	11.0	11.0	8.0	11.0	7.0	8.0	11.0
ACAA1	14.0	8.0	13.0	2.0	12.0	2.0	13.0	9.0	9.0	3.0	12.0	2.0	13.0	12.0	7.0	10.0	10.0	12.0
ACAA2	12.0	11.0	5.0	5.0	2.0	12.0	3.0	8.0	6.0	5.0	13.0	3.0	9.0	4.0	14.0	14.0	13.0	5.0
ACACA	2.0	14.0	13.0	5.0	12.0	14.0	9.0	14.0	9.0	6.0	14.0	14.0	5.0	4.0	6.0	10.0	11.0	7.0
ACACB	2.0	10.0	10.0	11.0	5.0	5.0	4.0	9.0	13.0	13.0	6.0	4.0	6.0	6.0	4.0	13.0	11.0	5.0
ACAD10	3.0	2.0	6.0	10.0	12.0	12.0	13.0	11.0	8.0	11.0	11.0	10.0	10.0	13.0	5.0	8.0	2.0	2.0
ACAD11	8.0	4.0	10.0	8.0	2.0	3.0	9.0	4.0	11.0	13.0	10.0	14.0	6.0	10.0	12.0	6.0	4.0	9.0
ACAD8	13.0	6.0	8.0	14.0	7.0	8.0	2.0	10.0	12.0	2.0	9.0	5.0	14.0	14.0	8.0	12.0	9.0	9.0
ACAD9	3.0	12.0	7.0	3.0	8.0	3.0	4.0	9.0	9.0	7.0	12.0	5.0	4.0	5.0	9.0	12.0	3.0	5.0
ACADL	9.0	13.0	14.0	9.0	14.0	14.0	8.0	2.0	11.0	11.0	4.0	12.0	2.0	4.0	10.0	14.0	2.0	11.0
ACADM	6.0	8.0	10.0	4.0	10.0	13.0	8.0	9.0	5.0	9.0	11.0	7.0	4.0	5.0	9.0	4.0	8.0	11.0
ACADS	10.0	14.0	2.0	2.0	7.0	2.0	12.0	4.0	9.0	9.0	14.0	12.0	2.0	7.0	7.0	9.0	12.0	14.0
ACADSB	10.0	8.0	8.0	8.0	9.0	14.0	3.0	4.0	9.0	2.0	4.0	11.0	11.0	2.0	14.0	3.0	10.0	14.0
ACADVL	2.0	14.0	4.0	6.0	4.0	13.0	6.0	12.0	14.0	3.0	3.0	13.0	13.0	13.0	7.0	10.0	9.0	2.0
ACAN	7.0	12.0	13.0	2.0	6.0	4.0	8.0	5.0	5.0	10.0	4.0	13.0	6.0	12.0	10.0	6.0	3.0	10.0
ACAP1	9.0	12.0	12.0	13.0	8.0	13.0	3.0	3.0	11.0	6.0	12.0	3.0	5.0	5.0	14.0	5.0	12.0	5.0
ACAP2	10.0	2.0	9.0	14.0	10.0	13.0	10.0	5.0	13.0	9.0	10.0	12.0	10.0	11.0	14.0	7.0	5.0	6.0
ACAP2-IT1	2.0	10.0	14.0	13.0	8.0	13.0	5.0	5.0	2.0	2.0	8.0	12.0	6.0	12.0	2.0	13.0	2.0	7.0
ACAP3	14.0	10.0	4.0	2.0	13.0	7.0	8.0	12.0	9.0	7.0	2.0	11.0	3.0	13.0	12.0	13.0	5.0	14.0
ACAT1	6.0	13.0	6.0	5.0	10.0	13.0	3.0	12.0	5.0	11.0	14.0	3.0	14.0	2.0	14.0	4.0	13.0	14.0
